Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov Pcode
9/1/17,Al Maharah,1121,1,0.09,7.312,28
9/1/17,Sa'ada,2802,5,0.18,3.074,22
9/1/17,Shabwah,727,1,0.14,1.143,21
9/1/17,Moklla,217,1,0.46,0.28,#N/A
9/1/17,Say'on,10,0,0,0.015,#N/A
8/31/17,Amran,60986,159,0.26,52.549,29
8/31/17,Al Mahwit,35964,136,0.38,49.252,27
8/31/17,Al Dhale'e,34616,78,0.23,47.322,30
8/31/17,Abyan,21328,35,0.16,37.363,12
8/31/17,Hajjah,64832,383,0.59,27.828,17
8/31/17,Dhamar,51556,145,0.28,25.621,20
8/31/17,Al Bayda,18070,27,0.15,23.795,14
8/31/17,Amanat Al Asimah,66523,64,0.1,23.524,13
8/31/17,Al Hudaydah,74102,239,0.32,22.884,18
8/31/17,Sana'a,31204,122,0.39,21.222,23
8/31/17,Aden,15883,59,0.37,17.208,24
8/31/17,Raymah,10239,106,1.04,16.874,31
8/31/17,Lahj,14731,20,0.14,14.602,25
8/31/17,Ibb,41932,257,0.61,14.18,11
8/31/17,Al Jawf,7713,18,0.23,13.331,16
8/31/17,Taizz,37214,175,0.47,12.412,15
8/31/17,Marib,3620,7,0.19,10.096,26
8/31/17,Al Maharah,1119,1,0.09,7.299,28
8/31/17,Sa'ada,2802,5,0.18,3.074,22
8/31/17,Shabwah,727,1,0.14,1.143,21
8/31/17,Moklla,211,1,0.47,0.272,#N/A
8/31/17,Say'on,10,0,0,0.015,#N/A
8/30/17,Amran,60571,159,0.26,52.191,29
8/30/17,Al Mahwit,35377,135,0.38,48.448,27
8/30/17,Al Dhale'e,34410,78,0.23,47.041,30
8/30/17,Abyan,21327,35,0.16,37.361,12
8/30/17,Hajjah,64526,383,0.59,27.697,17
8/30/17,Dhamar,51041,144,0.28,25.365,20
8/30/17,Al Bayda,17974,27,0.15,23.669,14
8/30/17,Amanat Al Asimah,66070,64,0.1,23.364,13
8/30/17,Al Hudaydah,73267,238,0.32,22.626,18
8/30/17,Sana'a,31105,122,0.39,21.155,23
8/30/17,Aden,15802,59,0.37,17.12,24
8/30/17,Raymah,10174,106,1.04,16.767,31
8/30/17,Lahj,14569,20,0.14,14.441,25
8/30/17,Ibb,41610,257,0.62,14.071,11
8/30/17,Al Jawf,7712,18,0.23,13.329,16
8/30/17,Taizz,37145,175,0.47,12.389,15
8/30/17,Marib,3620,7,0.19,10.096,26
8/30/17,Al Maharah,1109,1,0.09,7.234,28
8/30/17,Sa'ada,2775,5,0.18,3.045,22
8/30/17,Shabwah,707,1,0.14,1.112,21
8/30/17,Moklla,199,1,0.5,0.257,#N/A
8/30/17,Say'on,10,0,0,0.015,#N/A
8/29/17,Amran,60033,158,0.26,51.728,29
8/29/17,Al Mahwit,35048,135,0.39,47.997,27
8/29/17,Al Dhale'e,34104,78,0.23,46.622,30
8/29/17,Abyan,21164,35,0.17,37.076,12
8/29/17,Hajjah,63051,382,0.61,27.064,17
8/29/17,Dhamar,50495,144,0.29,25.094,20
8/29/17,Al Bayda,17824,27,0.15,23.472,14
8/29/17,Amanat Al Asimah,65878,64,0.1,23.296,13
8/29/17,Al Hudaydah,72565,238,0.33,22.409,18
8/29/17,Sana'a,30982,122,0.39,21.071,23
8/29/17,Aden,15704,59,0.38,17.014,24
8/29/17,Raymah,10172,106,1.04,16.764,31
8/29/17,Lahj,14366,20,0.14,14.24,25
8/29/17,Ibb,41223,257,0.62,13.94,11
8/29/17,Al Jawf,7610,18,0.24,13.153,16
8/29/17,Taizz,36938,175,0.47,12.32,15
8/29/17,Marib,3620,7,0.19,10.096,26
8/29/17,Al Maharah,1109,1,0.09,7.234,28
8/29/17,Sa'ada,2728,5,0.18,2.993,22
8/29/17,Shabwah,707,1,0.14,1.112,21
8/29/17,Moklla,196,1,0.51,0.253,#N/A
8/29/17,Say'on,10,0,0,0.015,#N/A
8/28/17,Amran,59561,157,0.26,51.321,29
8/28/17,Al Mahwit,34763,135,0.39,47.607,27
8/28/17,Al Dhale'e,33810,78,0.23,46.22,30
8/28/17,Abyan,20976,35,0.17,36.746,12
8/28/17,Hajjah,62623,382,0.61,26.88,17
8/28/17,Dhamar,49987,144,0.29,24.841,20
8/28/17,Al Bayda,17629,27,0.15,23.215,14
8/28/17,Amanat Al Asimah,65609,64,0.1,23.201,13
8/28/17,Al Hudaydah,71836,238,0.33,22.184,18
8/28/17,Sana'a,30865,122,0.4,20.992,23
8/28/17,Aden,15608,59,0.38,16.91,24
8/28/17,Raymah,10109,106,1.05,16.66,31
8/28/17,Lahj,14150,20,0.14,14.026,25
8/28/17,Ibb,40828,256,0.63,13.807,11
8/28/17,Al Jawf,7485,18,0.24,12.937,16
8/28/17,Taizz,36710,175,0.48,12.244,15
8/28/17,Marib,3579,4,0.11,9.982,26
8/28/17,Al Maharah,1104,1,0.09,7.201,28
8/28/17,Sa'ada,2690,5,0.19,2.951,22
8/28/17,Shabwah,705,1,0.14,1.108,21
8/28/17,Moklla,190,1,0.53,0.245,#N/A
8/28/17,Say'on,10,0,0,0.015,#N/A
8/27/17,Amran,59000,157,0.27,50.838,29
8/27/17,Al Mahwit,34403,135,0.39,47.114,27
8/27/17,Al Dhale'e,33493,78,0.23,45.787,30
8/27/17,Abyan,20771,35,0.17,36.387,12
8/27/17,Hajjah,62081,382,0.62,26.647,17
8/27/17,Dhamar,49420,144,0.29,24.559,20
8/27/17,Amanat Al Asimah,65399,64,0.1,23.127,13
8/27/17,Al Bayda,17442,27,0.15,22.968,14
8/27/17,Al Hudaydah,70897,238,0.34,21.894,18
8/27/17,Sana'a,30748,122,0.4,20.912,23
8/27/17,Aden,15513,59,0.38,16.807,24
8/27/17,Raymah,10038,106,1.06,16.543,31
8/27/17,Lahj,13851,20,0.14,13.729,25
8/27/17,Ibb,40474,253,0.63,13.687,11
8/27/17,Al Jawf,7368,18,0.24,12.735,16
8/27/17,Taizz,36409,175,0.48,12.143,15
8/27/17,Marib,3337,4,0.12,9.307,26
8/27/17,Al Maharah,1091,1,0.09,7.116,28
8/27/17,Sa'ada,2646,5,0.19,2.903,22
8/27/17,Shabwah,678,1,0.15,1.066,21
8/27/17,Moklla,180,1,0.56,0.232,#N/A
8/27/17,Say'on,10,0,0,0.015,#N/A
8/26/17,Amran,58473,156,0.27,50.383,29
8/26/17,Al Mahwit,34246,134,0.39,46.899,27
8/26/17,Al Dhale'e,33181,78,0.24,45.36,30
8/26/17,Abyan,20550,35,0.17,36,12
8/26/17,Hajjah,60933,382,0.63,26.154,17
8/26/17,Dhamar,48781,143,0.29,24.242,20
8/26/17,Amanat Al Asimah,65111,64,0.1,23.025,13
8/26/17,Al Bayda,17272,27,0.16,22.745,14
8/26/17,Al Hudaydah,70028,237,0.34,21.626,18
8/26/17,Sana'a,30644,122,0.4,20.841,23
8/26/17,Aden,15239,59,0.39,16.51,24
8/26/17,Raymah,9957,106,1.06,16.41,31
8/26/17,Ibb,40111,253,0.63,13.564,11
8/26/17,Lahj,13416,19,0.14,13.298,25
8/26/17,Al Jawf,7207,18,0.25,12.456,16
8/26/17,Taizz,36031,175,0.49,12.017,15
8/26/17,Marib,3336,4,0.12,9.304,26
8/26/17,Al Maharah,1081,1,0.09,7.051,28
8/26/17,Sa'ada,2598,5,0.19,2.85,22
8/26/17,Shabwah,655,1,0.15,1.03,21
8/26/17,Moklla,172,1,0.58,0.222,#N/A
8/26/17,Say'on,10,0,0,0.015,#N/A
8/24/17,Al Mahwit,33905,133,0.39,44.569,27
8/24/17,Al Dhale'e,32684,78,0.24,43.384,30
8/24/17,Amran,57345,156,0.27,37.484,29
8/24/17,Abyan,19971,35,0.18,32.67,12
8/24/17,Sana'a,30455,122,0.4,24.348,23
8/24/17,Hajjah,60025,382,0.64,24.256,17
8/24/17,Dhamar,47544,142,0.3,22.416,20
8/24/17,Al Bayda,17006,27,0.16,22.081,14
8/24/17,Al Hudaydah,68472,237,0.35,20.467,18
8/24/17,Amanat Al Asimah,64786,64,0.1,19.582,13
8/24/17,Aden,15130,59,0.39,15.815,24
8/24/17,Raymah,9810,106,1.08,15.479,31
8/24/17,Ibb,39337,253,0.64,12.833,11
8/24/17,Lahj,13148,19,0.14,12.492,25
8/24/17,Taizz,35483,175,0.49,11.598,15
8/24/17,Al Jawf,6975,18,0.26,10.751,16
8/24/17,Marib,3336,4,0.12,9.277,26
8/24/17,Al Maharah,1066,1,0.09,6.565,28
8/24/17,Sa'ada,2508,5,0.2,2.817,22
8/24/17,Shabwah,647,1,0.15,1,21
8/24/17,Moklla,170,1,0.59,0.213,#N/A
8/24/17,Say'on,10,0,0,0.015,#N/A
8/23/17,Al Mahwit,33531,133,0.4,44.078,27
8/23/17,Al Dhale'e,32387,78,0.24,42.99,30
8/23/17,Amran,57054,155,0.27,37.294,29
8/23/17,Abyan,19733,35,0.18,32.28,12
8/23/17,Sana'a,30321,122,0.4,24.241,23
8/23/17,Hajjah,59744,382,0.64,24.142,17
8/23/17,Dhamar,46844,142,0.3,22.086,20
8/23/17,Al Bayda,16777,27,0.16,21.784,14
8/23/17,Al Hudaydah,67362,237,0.35,20.135,18
8/23/17,Amanat Al Asimah,64174,64,0.1,19.397,13
8/23/17,Aden,15020,59,0.39,15.7,24
8/23/17,Raymah,9738,105,1.08,15.365,31
8/23/17,Ibb,38875,253,0.65,12.683,11
8/23/17,Lahj,12897,19,0.15,12.253,25
8/23/17,Taizz,35255,175,0.5,11.523,15
8/23/17,Al Jawf,6818,18,0.26,10.509,16
8/23/17,Marib,3336,4,0.12,9.277,26
8/23/17,Al Maharah,1056,1,0.09,6.503,28
8/23/17,Sa'ada,2461,5,0.2,2.764,22
8/23/17,Shabwah,647,1,0.15,1,21
8/23/17,Moklla,157,1,0.64,0.196,#N/A
8/23/17,Say'on,10,0,0,0.015,#N/A
8/22/17,Abyan,19535,35,0.18,31.956,12
8/22/17,Aden,14905,59,0.4,15.58,24
8/22/17,Al Bayda,16553,27,0.16,21.493,14
8/22/17,Al Dhale'e,32071,78,0.24,42.571,30
8/22/17,Al Hudaydah,66536,237,0.36,19.888,18
8/22/17,Al Jawf,6718,18,0.27,10.355,16
8/22/17,Al Maharah,1048,1,0.1,6.454,28
8/22/17,Al Mahwit,32884,132,0.4,43.227,27
8/22/17,Amanat Al Asimah,63840,64,0.1,19.296,13
8/22/17,Amran,56510,155,0.27,36.939,29
8/22/17,Dhamar,46344,142,0.31,21.85,20
8/22/17,Hajjah,58939,381,0.65,23.817,17
8/22/17,Ibb,38598,253,0.66,12.592,11
8/22/17,Lahj,12640,18,0.14,12.009,25
8/22/17,Marib,3336,4,0.12,9.277,26
8/22/17,Moklla,157,1,0.64,0.196,#N/A
8/22/17,Raymah,9652,105,1.09,15.23,31
8/22/17,Sa'ada,2359,5,0.21,2.65,22
8/22/17,Sana'a,30187,122,0.4,24.134,23
8/22/17,Say'on,10,0,0,0.015,#N/A
8/22/17,Shabwah,647,1,0.15,1,21
8/22/17,Taizz,35030,175,0.5,11.45,15
8/21/17,Abyan,19103,34,0.18,31.25,12
8/21/17,Aden,14779,56,0.38,15.448,24
8/21/17,Al Bayda,16351,26,0.16,21.231,14
8/21/17,Al Dhale'e,31725,77,0.24,42.111,30
8/21/17,Al Hudaydah,65568,237,0.36,19.599,18
8/21/17,Al Jawf,6596,18,0.27,10.167,16
8/21/17,Al Maharah,1028,1,0.1,6.331,28
8/21/17,Al Mahwit,32883,132,0.4,43.226,27
8/21/17,Amanat Al Asimah,63480,63,0.1,19.187,13
8/21/17,Amran,55996,154,0.28,36.603,29
8/21/17,Dhamar,45704,142,0.31,21.548,20
8/21/17,Hajjah,58490,381,0.65,23.636,17
8/21/17,Ibb,38012,252,0.66,12.401,11
8/21/17,Lahj,12150,17,0.14,11.543,25
8/21/17,Marib,3281,4,0.12,9.124,26
8/21/17,Moklla,145,1,0.69,0.181,#N/A
8/21/17,Raymah,9581,105,1.1,15.118,31
8/21/17,Sa'ada,2359,5,0.21,2.65,22
8/21/17,Sana'a,30086,122,0.41,24.053,23
8/21/17,Say'on,10,0,0,0.015,#N/A
8/21/17,Shabwah,646,1,0.15,0.999,21
8/21/17,Taizz,34850,175,0.5,11.391,15
8/20/17,Abyan,19102,34,0.18,31.248,12
8/20/17,Aden,14666,53,0.36,15.33,24
8/20/17,Al Bayda,16173,26,0.16,21,14
8/20/17,Al Dhale'e,31368,77,0.25,41.637,30
8/20/17,Al Hudaydah,64624,237,0.37,19.316,18
8/20/17,Al Jawf,6439,18,0.28,9.925,16
8/20/17,Al Maharah,1021,1,0.1,6.288,28
8/20/17,Al Mahwit,32674,132,0.4,42.951,27
8/20/17,Amanat Al Asimah,62977,63,0.1,19.035,13
8/20/17,Amran,55473,154,0.28,36.261,29
8/20/17,Dhamar,45035,142,0.32,21.233,20
8/20/17,Hajjah,57770,381,0.66,23.345,17
8/20/17,Ibb,37813,252,0.67,12.336,11
8/20/17,Lahj,11689,17,0.15,11.105,25
8/20/17,Marib,3201,4,0.12,8.902,26
8/20/17,Moklla,145,1,0.69,0.181,#N/A
8/20/17,Raymah,9492,105,1.11,14.977,31
8/20/17,Sa'ada,2313,5,0.22,2.598,22
8/20/17,Sana'a,29992,122,0.41,23.978,23
8/20/17,Say'on,10,0,0,0.015,#N/A
8/20/17,Shabwah,617,1,0.16,0.954,21
8/20/17,Taizz,34728,175,0.5,11.351,15
8/19/17,Abyan,18865,34,0.18,30.86,12
8/19/17,Aden,14555,53,0.36,15.214,24
8/19/17,Al Bayda,16011,26,0.16,20.789,14
8/19/17,Al Dhale'e,31038,77,0.25,41.199,30
8/19/17,Al Hudaydah,63681,237,0.37,19.034,18
8/19/17,Al Jawf,6345,18,0.28,9.78,16
8/19/17,Al Maharah,1021,1,0.1,6.288,28
8/19/17,Al Mahwit,32357,132,0.41,42.534,27
8/19/17,Amanat Al Asimah,62557,62,0.1,18.908,13
8/19/17,Amran,54878,154,0.28,35.872,29
8/19/17,Dhamar,44410,141,0.32,20.938,20
8/19/17,Hajjah,57382,381,0.66,23.188,17
8/19/17,Ibb,37510,252,0.67,12.237,11
8/19/17,Lahj,11688,17,0.15,11.105,25
8/19/17,Marib,3159,4,0.13,8.785,26
8/19/17,Moklla,145,1,0.69,0.181,#N/A
8/19/17,Raymah,9386,105,1.12,14.81,31
8/19/17,Sa'ada,2210,5,0.23,2.482,22
8/19/17,Sana'a,29868,122,0.41,23.879,23
8/19/17,Say'on,10,0,0,0.015,#N/A
8/19/17,Shabwah,616,1,0.16,0.953,21
8/19/17,Taizz,34616,175,0.51,11.315,15
8/18/17,Abyan,18634,34,0.18,30.482,12
8/18/17,Aden,14479,52,0.36,15.135,24
8/18/17,Al Bayda,15832,26,0.16,20.557,14
8/18/17,Al Dhale'e,30783,77,0.25,40.861,30
8/18/17,Al Hudaydah,62873,237,0.38,18.793,18
8/18/17,Al Jawf,6183,18,0.29,9.531,16
8/18/17,Al Maharah,995,1,0.1,6.127,28
8/18/17,Al Mahwit,32054,132,0.41,42.136,27
8/18/17,Amanat Al Asimah,62367,62,0.1,18.851,13
8/18/17,Amran,54380,154,0.28,35.546,29
8/18/17,Dhamar,43714,141,0.32,20.61,20
8/18/17,Hajjah,56652,381,0.67,22.893,17
8/18/17,Ibb,37347,252,0.67,12.184,11
8/18/17,Lahj,11686,17,0.15,11.103,25
8/18/17,Marib,3128,4,0.13,8.699,26
8/18/17,Moklla,133,1,0.75,0.166,#N/A
8/18/17,Raymah,9278,105,1.13,14.64,31
8/18/17,Sa'ada,2210,5,0.23,2.482,22
8/18/17,Sana'a,29699,122,0.41,23.744,23
8/18/17,Say'on,10,0,0,0.015,#N/A
8/18/17,Shabwah,614,1,0.16,0.949,21
8/18/17,Taizz,34417,175,0.51,11.25,15
8/17/17,Abyan,18469,34,0.18,30.213,12
8/17/17,Aden,14414,52,0.36,15.067,24
8/17/17,Al Bayda,15744,26,0.17,20.443,14
8/17/17,Al Dhale'e,29755,77,0.26,39.496,30
8/17/17,Al Hudaydah,62190,235,0.38,18.589,18
8/17/17,Al Jawf,6091,18,0.3,9.389,16
8/17/17,Al Maharah,995,1,0.1,6.127,28
8/17/17,Al Mahwit,31739,131,0.41,41.722,27
8/17/17,Amanat Al Asimah,62193,62,0.1,18.798,13
8/17/17,Amran,53940,154,0.29,35.259,29
8/17/17,Dhamar,43177,140,0.32,20.357,20
8/17/17,Hajjah,55866,380,0.68,22.575,17
8/17/17,Ibb,37237,252,0.68,12.148,11
8/17/17,Lahj,11457,17,0.15,10.885,25
8/17/17,Marib,3098,4,0.13,8.615,26
8/17/17,Moklla,133,1,0.75,0.166,#N/A
8/17/17,Raymah,9201,104,1.13,14.518,31
8/17/17,Sa'ada,2164,5,0.23,2.431,22
8/17/17,Sana'a,29688,122,0.41,23.735,23
8/17/17,Say'on,10,0,0,0.015,#N/A
8/17/17,Shabwah,584,1,0.17,0.903,21
8/17/17,Taizz,34215,175,0.51,11.184,15
8/16/17,Abyan,18257,34,0.19,29.866,12
8/16/17,Aden,14330,52,0.36,14.979,24
8/16/17,Al Bayda,15644,26,0.17,20.313,14
8/16/17,Al Dhale'e,29755,77,0.26,39.496,30
8/16/17,Al Hudaydah,61550,235,0.38,18.398,18
8/16/17,Al Jawf,5980,18,0.3,9.218,16
8/16/17,Al Maharah,975,1,0.1,6.004,28
8/16/17,Al Mahwit,31447,131,0.42,41.338,27
8/16/17,Amanat Al Asimah,61771,62,0.1,18.671,13
8/16/17,Amran,53430,153,0.29,34.925,29
8/16/17,Dhamar,43170,140,0.32,20.353,20
8/16/17,Hajjah,55131,378,0.69,22.278,17
8/16/17,Ibb,37054,251,0.68,12.088,11
8/16/17,Lahj,11230,17,0.15,10.669,25
8/16/17,Marib,3049,4,0.13,8.479,26
8/16/17,Moklla,133,1,0.75,0.166,#N/A
8/16/17,Raymah,9062,104,1.15,14.299,31
8/16/17,Sa'ada,2111,5,0.24,2.371,22
8/16/17,Sana'a,29474,122,0.41,23.564,23
8/16/17,Say'on,10,0,0,0.015,#N/A
8/16/17,Shabwah,584,1,0.17,0.903,21
8/16/17,Taizz,33908,175,0.52,11.083,15
8/15/17,Abyan,18055,33,0.18,29.535,12
8/15/17,Aden,14234,52,0.37,14.879,24
8/15/17,Al Bayda,15289,26,0.17,19.852,14
8/15/17,Al Dhale'e,29755,77,0.26,39.496,30
8/15/17,Al Hudaydah,61046,235,0.38,18.247,18
8/15/17,Al Jawf,5850,18,0.31,9.017,16
8/15/17,Al Maharah,964,1,0.1,5.937,28
8/15/17,Al Mahwit,31178,131,0.42,40.985,27
8/15/17,Amanat Al Asimah,61384,62,0.1,18.554,13
8/15/17,Amran,52904,153,0.29,34.582,29
8/15/17,Dhamar,42639,140,0.33,20.103,20
8/15/17,Hajjah,54488,378,0.69,22.018,17
8/15/17,Ibb,36864,250,0.68,12.027,11
8/15/17,Lahj,10982,17,0.15,10.434,25
8/15/17,Marib,3021,4,0.13,8.401,26
8/15/17,Moklla,127,1,0.79,0.159,#N/A
8/15/17,Raymah,8967,103,1.15,14.149,31
8/15/17,Sa'ada,2024,5,0.25,2.273,22
8/15/17,Sana'a,29349,122,0.42,23.464,23
8/15/17,Say'on,10,0,0,0.015,#N/A
8/15/17,Shabwah,583,1,0.17,0.902,21
8/15/17,Taizz,33707,175,0.52,11.017,15
8/13/17,Abyan,"17,575",33,0.2,28.75,12
8/13/17,Aden,"14,040",52,0.4,14.68,24
8/13/17,Al Bayda,"15,141",26,0.2,19.66,14
8/13/17,Al Dhale'e,"29,063",77,0.3,38.58,30
8/13/17,Al Hudaydah,"60,145",235,0.4,17.98,18
8/13/17,Al Jawf,"5,606",18,0.3,8.64,16
8/13/17,Al Maharah,943,1,0.1,5.81,28
8/13/17,Al Mahwit,"30,888",131,0.4,40.6,27
8/13/17,Amanat Al Asimah,60100,61,0.1,18.17,13
8/13/17,Amran,"51,827",153,0.3,33.88,29
8/13/17,Dhamar,"41,415",140,0.3,19.53,20
8/13/17,Hajjah,"53,134",378,0.7,21.47,17
8/13/17,Ibb,"36,378",245,0.7,11.87,11
8/13/17,Lahj,"10,475",17,0.2,9.95,25
8/13/17,Marib,"2,923",4,0.1,8.13,26
8/13/17,Moklla,115,1,0.9,0.14,#N/A
8/13/17,Raymah,"8,778",101,1.2,13.85,31
8/13/17,Sa'ada,"1,939",5,0.3,2.18,22
8/13/17,Sana'a,"29,234",122,0.4,23.37,23
8/13/17,Say'on,10,0,0,0.02,#N/A
8/13/17,Shabwah,519,1,0.2,0.8,21
8/13/17,Taizz,"33,236",174,0.5,10.86,15
8/6/17,Al Mahwit,28632,131,0.5,37.638,27
8/6/17,Al Dhale'e,27294,77,0.3,36.23,30
8/6/17,Amran,48509,151,0.3,31.709,29
8/6/17,Abyan,16195,33,0.2,26.493,12
8/6/17,Sana'a,28505,119,0.4,22.789,23
8/6/17,Hajjah,49977,374,0.7,20.196,17
8/6/17,Al Bayda,14202,26,0.2,18.441,14
8/6/17,Dhamar,37399,134,0.4,17.633,20
8/6/17,Amanat Al Asimah,57751,61,0.1,17.455,13
8/6/17,Al Hudaydah,57268,234,0.4,17.118,18
8/6/17,Aden,13554,52,0.4,14.168,24
8/6/17,Raymah,8283,99,1.2,13.07,31
8/6/17,Ibb,34725,245,0.7,11.329,11
8/6/17,Taizz,31856,170,0.5,10.412,15
8/6/17,Lahj,9009,17,0.2,8.559,25
8/6/17,Al Jawf,4915,18,0.4,7.576,16
8/6/17,Marib,2689,4,0.1,7.478,26
8/6/17,Al Maharah,826,1,0.1,5.087,28
8/6/17,Sa'ada,1526,5,0.3,1.714,22
8/6/17,Shabwah,496,1,0.2,0.767,21
8/6/17,Moklla,83,1,1.2,0.104,#N/A
8/6/17,Say'on,7,0,0,0.01,#N/A
8/3/17,Amanat Al Asimah,55563,61,0.1,16.8,13
8/3/17,Al-Hudaydah,55409,232,0.4,16.6,18
8/3/17,Hajjah,47389,366,0.8,21.3,17
8/3/17,Amran,46133,151,0.3,30.2,29
8/3/17,Dhamar,35383,133,0.4,16.7,20
8/3/17,Ibb,33562,243,0.7,10.9,11
8/3/17,Taizz,31222,170,0.5,10.3,15
8/3/17,Sana'a,28000,118,0.4,22.4,23
8/3/17,Al Mahwit,27171,128,0.5,35.7,27
8/3/17,Al Dhale'e,25581,76,0.3,34,30
8/3/17,Abyan,15220,33,0.2,24.9,12
8/3/17,Al Bayda,13512,26,0.2,17.5,14
8/3/17,Aden,13239,52,0.4,13.8,24
8/3/17,Lahj,8090,17,0.2,7.7,25
8/3/17,Raymah,7983,95,1.2,12.6,31
8/3/17,Al_Jawf,4507,17,0.4,6.9,16
8/3/17,Ma'areb,2598,4,0.2,7.2,26
8/3/17,Sa'ada,1354,5,0.4,1.5,22
8/3/17,AL Mahrah,755,1,0.1,4.6,28
8/3/17,Shabwah,439,1,0.2,0.7,21
8/3/17,Moklla,58,1,1.7,0.1,#N/A
8/3/17,Say'on,7,0,0,0,#N/A
8/1/17,Amanat Al Asimah,54651,60,0.1,16.5,13
8/1/17,Al-Hudaydah,54486,231,0.4,16.3,18
8/1/17,Hajjah,46354,362,0.8,20.9,17
8/1/17,Amran,45040,151,0.3,29.4,29
8/1/17,Dhamar,34230,132,0.4,16.1,20
8/1/17,Ibb,32930,242,0.7,10.7,11
8/1/17,Taizz,30485,170,0.6,10,15
8/1/17,Sana'a,27718,117,0.4,22.2,23
8/1/17,Al Mahwit,26446,128,0.5,34.8,27
8/1/17,Al Dhale'e,25220,76,0.3,33.5,30
8/1/17,Abyan,14737,33,0.2,24.1,12
8/1/17,Aden,13115,52,0.4,13.7,24
8/1/17,Al Bayda,13050,26,0.2,16.9,14
8/1/17,Raymah,7846,95,1.2,12.4,31
8/1/17,Lahj,7605,17,0.2,7.2,25
8/1/17,Al_Jawf,4310,17,0.4,6.6,16
8/1/17,Ma'areb,2498,4,0.2,6.9,26
8/1/17,Sa'ada,1230,5,0.4,1.4,22
8/1/17,AL Mahrah,731,1,0.1,4.5,28
8/1/17,Shabwah,435,1,0.2,0.7,21
8/1/17,Moklla,42,1,2.4,0.1,#N/A
8/1/17,Say'on,7,0,0,0,#N/A
7/31/17,Amanat Al Asimah,53975,60,0.1,16.3,13
7/31/17,Al-Hudaydah,53803,231,0.4,16.1,18
7/31/17,Hajjah,45346,359,0.8,20.4,17
7/31/17,Amran,44457,150,0.3,29.1,29
7/31/17,Dhamar,33647,132,0.4,15.9,20
7/31/17,Ibb,32605,242,0.7,10.6,11
7/31/17,Taizz,30218,170,0.6,10,15
7/31/17,Sana'a,27613,117,0.4,22.1,23
7/31/17,Al Mahwit,25809,128,0.5,33.9,27
7/31/17,Al Dhale'e,24849,76,0.3,33,30
7/31/17,Abyan,14474,33,0.2,23.7,12
7/31/17,Aden,13022,52,0.4,13.6,24
7/31/17,Al Bayda,12872,26,0.2,16.7,14
7/31/17,Raymah,7758,95,1.2,12.2,31
7/31/17,Lahj,7124,17,0.2,6.8,25
7/31/17,Al_Jawf,4203,16,0.4,6.5,16
7/31/17,Ma'areb,2485,4,0.2,6.9,26
7/31/17,Sa'ada,1176,5,0.4,1.3,22
7/31/17,AL Mahrah,731,1,0.1,4.5,28
7/31/17,Shabwah,430,1,0.2,0.7,21
7/31/17,Moklla,21,0,0,0,#N/A
7/31/17,Say'on,7,0,0,0,#N/A
7/30/17,Al-Hudaydah,53306,227,0.4,15.9,18
7/30/17,Amanat Al Asimah,52415,60,0.1,15.8,13
7/30/17,Hajjah,45073,359,0.8,20.3,17
7/30/17,Amran,43866,150,0.3,28.7,29
7/30/17,Dhamar,33040,131,0.4,15.6,20
7/30/17,Ibb,32035,241,0.8,10.5,11
7/30/17,Taizz,29716,170,0.6,9.8,15
7/30/17,Sana'a,27535,115,0.4,22,23
7/30/17,Al Mahwit,25495,125,0.5,33.5,27
7/30/17,Al Dhale'e,24485,76,0.3,32.5,30
7/30/17,Abyan,14195,32,0.2,23.2,12
7/30/17,Aden,12932,52,0.4,13.5,24
7/30/17,Al Bayda,12871,26,0.2,16.7,14
7/30/17,Raymah,7728,95,1.2,12.2,31
7/30/17,Lahj,6913,17,0.2,6.6,25
7/30/17,Al_Jawf,4120,16,0.4,6.4,16
7/30/17,Ma'areb,2420,4,0.2,6.7,26
7/30/17,Sa'ada,1142,5,0.4,1.3,22
7/30/17,AL Mahrah,713,1,0.1,4.4,28
7/30/17,Shabwah,394,1,0.3,0.6,21
7/30/17,Say'on,7,0,0,0,#N/A
7/29/17,Al-Hudaydah,52749,223,0.4,15.8,18
7/29/17,Amanat Al Asimah,51900,60,0.1,15.7,13
7/29/17,Hajjah,44563,359,0.8,20.1,17
7/29/17,Amran,43362,150,0.3,28.3,29
7/29/17,Dhamar,32452,130,0.4,15.3,20
7/29/17,Ibb,31603,240,0.8,10.3,11
7/29/17,Taizz,29428,169,0.6,9.7,15
7/29/17,Sana'a,27391,115,0.4,21.9,23
7/29/17,Al Mahwit,25493,125,0.5,33.5,27
7/29/17,Al Dhale'e,23746,76,0.3,31.5,30
7/29/17,Abyan,13904,32,0.2,22.7,12
7/29/17,Aden,12818,52,0.4,13.4,24
7/29/17,Al Bayda,12602,26,0.2,16.4,14
7/29/17,Raymah,7651,94,1.2,12.1,31
7/29/17,Lahj,6905,17,0.2,6.6,25
7/29/17,Al_Jawf,4042,16,0.4,6.2,16
7/29/17,Ma'areb,2360,4,0.2,6.6,26
7/29/17,Sa'ada,1120,5,0.4,1.3,22
7/29/17,AL Mahrah,703,1,0.1,4.3,28
7/29/17,Shabwah,393,1,0.3,0.6,21
7/29/17,Say'on,7,0,0,0,#N/A
7/28/17,Al-Hudaydah,52272,222,0.4,15.6,18
7/28/17,Amanat Al Asimah,51571,60,0.1,15.6,13
