Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov Pcode
5/22/17,Al_Jawf,189,3,1.6,0.29,16
5/22/17,Lahj,168,0,0,0.16,25
5/22/17,Amran,2,0,0,0.01,29
5/22/17,Al Mahwit,3523,82,0.96,18.48,27
5/22/17,Al Dhale'e,1552,159,0.89,40.34,30
5/22/17,Abyan,8418,47,0.16,84.64,12
5/22/17,Sana'a,2926,125,0.01,59.03,23
5/22/17,Hajjah,5835,269,0.45,79.71,17
5/22/17,Dhamar,3964,28,0.25,78.41,20
5/22/17,Al Hudaydah,5950,278,0.68,45.48,18
5/22/17,Al Bayda,3173,215,0.99,77.66,14
5/22/17,Amanat Al Asimah,8090,26,0.05,43.97,13
5/22/17,Al Jawf,6464,51,0.12,61.93,16
5/22/17,Raymah,4730,215,0.05,80.77,31
5/22/17,Lahj,3977,44,0.66,39.74,25
5/22/17,Aden,6992,32,0.65,73.43,24
5/22/17,Ibb,5120,128,0.41,18.04,11
5/22/17,Taizz,7743,257,0.25,52.35,15
5/22/17,Marib,4566,194,0.65,38.21,26
5/22/17,Sa'ada,6439,263,0.38,98.02,22
5/22/17,Al Maharah,7072,278,0.97,56.51,28
5/22/17,Shabwah,1001,169,0.37,3.96,21
5/22/17,Moklla,4492,170,0.53,91.65,#N/A
5/22/17,Say'on,8608,149,0.12,72.64,#N/A
5/22/17,Amran,3861,23,0.03,37.85,29
5/22/17,Al Mahwit,3967,205,0.4,11.47,27
5/22/17,Al Dhale'e,6849,254,0.31,71.71,30
5/22/17,Abyan,5303,64,0.32,46.89,12
5/22/17,Sana'a,6939,52,0.18,81.33,23
5/22/17,Hajjah,9008,297,0.86,40.12,17
5/22/17,Dhamar,3764,105,0.85,84.38,20
5/22/17,Al Hudaydah,6356,29,0.14,70.64,18
5/22/17,Al Bayda,7015,295,0.34,19.66,14
5/22/17,Amanat Al Asimah,7525,20,0.98,47.16,13
5/22/17,Al Jawf,7613,166,0.99,60.95,16
5/22/17,Raymah,4957,2,0.44,13.73,31
5/22/17,Lahj,7233,68,0.75,14.72,25
5/22/17,Aden,7198,257,0.38,70.8,24
5/22/17,Ibb,2209,41,0.11,10.76,11
5/22/17,Taizz,6640,22,0.55,44.42,15
5/22/17,Marib,3406,208,0.95,77.98,26
5/22/17,Sa'ada,4931,177,0.31,29.22,22
5/22/17,Al Maharah,2439,277,0.46,52.47,28
5/22/17,Shabwah,3241,24,0.67,23.16,21
5/22/17,Moklla,3595,251,0.37,43.7,#N/A
5/22/17,Say'on,8699,109,0.58,71.43,#N/A
5/22/17,Amran,6066,287,0.59,90.68,29
5/22/17,Al Mahwit,2645,261,0.72,7.63,27
5/22/17,Al Dhale'e,3889,88,0.2,71.35,30
5/22/17,Abyan,1932,188,0.35,57.28,12
5/22/17,Sana'a,4292,168,0.5,88.2,23
5/22/17,Hajjah,5394,141,0.14,77.62,17
5/22/17,Dhamar,4782,135,0.18,49.68,20
5/22/17,Al Hudaydah,3553,253,0.58,45.07,18
5/22/17,Al Bayda,5760,211,0.6,61.53,14
5/22/17,Amanat Al Asimah,8289,200,0.06,11.76,13
5/22/17,Al Jawf,8030,11,0.34,8.02,16
5/22/17,Raymah,3023,181,0.9,45.78,31
5/22/17,Lahj,4850,226,0.97,56.35,25
5/22/17,Aden,1442,149,0.27,95.72,24
5/22/17,Ibb,2309,3,0.77,71.67,11
5/22/17,Taizz,5312,61,0.61,28.2,15
5/22/17,Marib,9165,199,0.49,77.84,26
5/22/17,Sa'ada,7368,228,0.48,27.02,22
5/22/17,Al Maharah,6999,144,0.41,74.5,28
5/22/17,Shabwah,6502,231,0.75,43.08,21
5/22/17,Moklla,7056,96,0.31,41.79,#N/A
5/22/17,Say'on,8476,37,0,14.33,#N/A
5/22/17,Amran,3422,10,0.43,56.74,29
5/22/17,Al Mahwit,1496,296,0.65,88.5,27
5/22/17,Al Dhale'e,8184,156,0.6,84.49,30
5/22/17,Abyan,8273,59,0.13,68.13,12
5/22/17,Sana'a,4467,163,0.4,77.54,23
5/22/17,Hajjah,6444,5,0.66,39.69,17
5/22/17,Dhamar,3464,130,0.28,79.54,20
5/22/17,Al Hudaydah,8546,15,0.63,98.62,18
5/22/17,Al Bayda,5542,267,0.47,46.54,14
5/22/17,Amanat Al Asimah,6129,0,0.65,92.94,13
5/22/17,Al Jawf,6351,80,0.42,5.8,16
5/22/17,Raymah,4208,207,0.7,90.03,31
5/22/17,Lahj,3724,232,0.12,90.66,25
5/22/17,Aden,3741,215,0.61,0.43,24
5/22/17,Ibb,5782,157,0.62,65.78,11
5/22/17,Taizz,9192,290,0.01,36.36,15
5/22/17,Marib,4835,150,0.32,26.04,26
5/22/17,Sa'ada,1001,258,0.6,91.88,22
5/22/17,Al Maharah,2479,54,0.78,57.5,28
5/22/17,Shabwah,7166,221,0.37,74.91,21
5/22/17,Moklla,2219,258,0.65,83.37,#N/A
5/22/17,Say'on,9014,24,0.71,44.64,#N/A
5/22/17,Amran,3666,111,0.95,80.97,29
5/22/17,Al Mahwit,4495,20,0.6,49.59,27
5/22/17,Al Dhale'e,1463,24,0.96,14.5,30
5/22/17,Abyan,6765,137,0.53,6.95,12
5/22/17,Sana'a,6593,144,0.7,30.28,23
5/22/17,Hajjah,5041,4,0.1,70.08,17
5/22/17,Dhamar,1391,276,0.97,12.14,20
5/22/17,Al Hudaydah,4631,117,0.84,75.63,18
5/22/17,Al Bayda,7074,10,0.37,88.36,14
5/22/17,Amanat Al Asimah,5591,143,0.11,81.84,13
5/22/17,Al Jawf,5037,295,0.8,12.85,16
5/22/17,Raymah,4998,281,0.08,49.38,31
5/22/17,Lahj,3481,41,0.51,65.53,25
5/22/17,Aden,3884,113,0.32,97.14,24
5/22/17,Ibb,2577,37,0.4,82.68,11
5/22/17,Taizz,3811,30,0.23,61.71,15
5/22/17,Marib,2381,266,0.49,45.75,26
5/22/17,Sa'ada,4637,121,0.43,9.77,22
5/22/17,Al Maharah,8294,245,0.4,23.11,28
5/22/17,Shabwah,6078,10,0.21,13.63,21
5/22/17,Moklla,2071,35,0.48,19.15,#N/A
5/22/17,Say'on,3865,124,0.58,44.38,#N/A
5/22/17,Amran,2144,240,0.71,8.87,29
5/22/17,Al Mahwit,6498,214,0.68,3.1,27
5/22/17,Al Dhale'e,6786,121,0.29,86.8,30
5/22/17,Abyan,3117,149,0.87,82.99,12
5/22/17,Sana'a,1035,174,0.71,90.62,23
5/22/17,Hajjah,7499,68,0.72,87.89,17
5/22/17,Dhamar,6193,299,0.45,66.36,20
5/22/17,Al Hudaydah,1459,274,0.06,45.44,18
5/22/17,Al Bayda,1298,270,0.32,6.2,14
5/22/17,Amanat Al Asimah,7334,62,0.32,51.43,13
5/22/17,Al Jawf,1133,27,0.67,18.82,16
5/22/17,Raymah,4707,8,0.01,1.64,31
5/22/17,Lahj,1405,173,0.5,79.78,25
5/22/17,Aden,3464,44,0.24,9.85,24
5/22/17,Ibb,8075,294,0.5,77.5,11
5/22/17,Taizz,2512,158,0.11,63.56,15
5/22/17,Marib,6734,34,0.33,69.82,26
5/22/17,Sa'ada,3312,235,0,67.26,22
5/22/17,Al Maharah,7564,274,0.67,90.22,28
5/22/17,Shabwah,6050,257,0.42,79.25,21
5/22/17,Moklla,7907,46,0.78,7.7,#N/A
5/22/17,Say'on,7816,65,0.41,79.22,#N/A
5/22/17,Amran,3872,37,0.29,60.91,29
5/22/17,Al Mahwit,7700,15,0.41,36.11,27
5/22/17,Al Dhale'e,8665,276,0.4,3.64,30
5/22/17,Abyan,5503,86,0.67,59.22,12
5/22/17,Sana'a,7065,290,0.66,6.32,23
5/22/17,Hajjah,6533,257,0.74,95.06,17
5/22/17,Dhamar,1502,153,0.9,39.05,20
5/22/17,Al Hudaydah,1315,82,0.57,64.48,18
5/22/17,Al Bayda,3796,160,0.31,91.99,14
5/22/17,Amanat Al Asimah,8719,5,0.81,43.87,13
5/22/17,Al Jawf,5474,98,0.16,57.54,16
5/22/17,Raymah,4419,216,0.06,67.47,31
5/22/17,Lahj,7282,138,0.54,73.92,25
5/22/17,Aden,1080,256,0.78,44.64,24
5/22/17,Ibb,3301,235,0.51,60.14,11
5/22/17,Taizz,4901,75,0.35,92.32,15
5/22/17,Marib,1175,241,0.63,18.36,26
5/22/17,Sa'ada,4479,140,0.86,89.89,22
5/22/17,Al Maharah,6554,165,0.46,22.36,28
5/22/17,Shabwah,6093,203,0.91,60.21,21
5/22/17,Moklla,7322,64,0.55,87.74,#N/A
5/22/17,Say'on,6978,162,0.91,69.33,#N/A
5/22/17,Amran,9067,266,0.58,60.66,29
5/22/17,Al Mahwit,3481,215,0.56,95.68,27
5/22/17,Al Dhale'e,2833,292,0.8,39.91,30
5/22/17,Abyan,6425,60,0.56,88.26,12
5/22/17,Sana'a,2737,59,0.28,90.91,23
5/22/17,Hajjah,5231,281,0.28,82.65,17
5/22/17,Dhamar,4492,140,0.83,64.44,20
5/22/17,Al Hudaydah,3391,77,0,75.17,18
5/22/17,Al Bayda,1133,232,0.98,42.98,14
5/22/17,Amanat Al Asimah,6438,180,0.5,95.96,13
5/22/17,Al Jawf,4935,78,0.07,68.36,16
5/22/17,Raymah,4103,296,0.89,82.31,31
5/22/17,Lahj,6358,120,0.51,77.95,25
5/22/17,Aden,8851,279,0.57,90.13,24
5/22/17,Ibb,7963,136,0.16,42.39,11
5/22/17,Taizz,4498,263,0.67,15.17,15
5/22/17,Marib,8038,275,0.76,63.42,26
5/22/17,Sa'ada,7975,112,0.32,5.31,22
5/22/17,Al Maharah,6119,169,0.39,68.98,28
5/22/17,Shabwah,5302,104,0.13,28.3,21
5/22/17,Moklla,5708,251,0.62,28.67,#N/A
5/22/17,Say'on,3910,81,0.65,45.08,#N/A
5/22/17,Amran,2263,128,0.99,46.43,29
5/22/17,Al Mahwit,8903,95,0.57,91.06,27
5/22/17,Al Dhale'e,5302,106,0.07,7.32,30
5/22/17,Abyan,5444,235,0.77,30.39,12
5/22/17,Sana'a,5135,94,0.36,5.34,23
5/22/17,Hajjah,4984,56,0.04,1.55,17
5/22/17,Dhamar,5646,223,0.95,2.69,20
5/22/17,Al Hudaydah,1483,2,0.72,26.16,18
5/22/17,Al Bayda,3827,87,0.49,18.19,14
5/22/17,Amanat Al Asimah,5410,40,0.87,97.28,13
5/22/17,Al Jawf,4136,140,0.49,4.76,16
5/22/17,Raymah,3074,77,0.22,57.62,31
5/22/17,Lahj,8690,47,0.21,22.63,25
5/22/17,Aden,3492,21,0.15,3.66,24
5/22/17,Ibb,1351,249,0.48,6.78,11
5/22/17,Taizz,6116,242,0.85,6.55,15
5/22/17,Marib,8684,129,0.91,38.54,26
5/22/17,Sa'ada,4832,263,0.38,93.51,22
5/22/17,Al Maharah,2350,180,0.4,51.29,28
5/22/17,Shabwah,4352,58,0.41,92.81,21
5/22/17,Moklla,7337,60,0.9,24.91,#N/A
5/22/17,Say'on,3818,23,0.47,10.02,#N/A
5/22/17,Amran,5560,18,0.07,52.57,29
5/22/17,Al Mahwit,6929,124,0.95,66.28,27
5/22/17,Al Dhale'e,8315,296,0.47,55.17,30
5/22/17,Abyan,3817,244,0.92,48.38,12
5/22/17,Sana'a,4082,28,0.42,79.25,23
5/22/17,Hajjah,8246,258,0.15,7.26,17
5/22/17,Dhamar,1048,107,0.74,72.21,20
5/22/17,Al Hudaydah,2831,97,0.09,61.06,18
5/22/17,Al Bayda,5329,280,0.04,11.03,14
5/22/17,Amanat Al Asimah,4903,267,0.09,52.09,13
5/22/17,Al Jawf,1593,82,0.32,58.32,16
5/22/17,Raymah,7371,163,0.72,60.13,31
5/22/17,Lahj,8566,131,0.13,31.92,25
5/22/17,Aden,3339,277,0.96,64.17,24
5/22/17,Ibb,8279,92,0.03,61.8,11
5/22/17,Taizz,2682,127,0.23,64.36,15
5/22/17,Marib,6976,163,0.57,74.25,26
5/22/17,Sa'ada,5962,40,0.54,56.15,22
5/22/17,Al Maharah,2734,264,0.32,30.02,28
5/22/17,Shabwah,1926,179,0.51,25.98,21
5/22/17,Moklla,8838,43,0.44,19.59,#N/A
5/22/17,Say'on,2823,201,0.17,66.45,#N/A
5/22/17,Amran,6306,297,0.12,49.63,29
5/22/17,Al Mahwit,4383,231,0.82,90.95,27
5/22/17,Al Dhale'e,6024,99,0.72,71.14,30
5/22/17,Abyan,6031,212,0.41,36.99,12
5/22/17,Sana'a,6510,108,0.21,21.27,23
5/22/17,Hajjah,4697,191,0.49,77.94,17
5/22/17,Dhamar,8754,163,0.21,46.79,20
5/22/17,Al Hudaydah,3111,8,0.6,31.19,18
5/22/17,Al Bayda,4562,261,0.06,34.9,14
5/22/17,Amanat Al Asimah,5096,184,0.51,75.06,13
5/22/17,Al Jawf,3040,51,0.77,12.01,16
5/22/17,Lahj,5861,195,0.13,93.4,25
5/22/17,Raymah,2308,17,0.11,34.02,31
5/22/17,Aden,1211,17,0.06,85.62,24
5/22/17,Ibb,9109,68,0.44,52.91,11
5/22/17,Taizz,8329,220,0.01,60.5,15
5/22/17,Marib,3483,251,0.89,17.45,26
5/22/17,Sa'ada,9126,40,0.53,32.58,22
5/22/17,Al Maharah,6628,37,0.49,22.47,28
5/22/17,Shabwah,9085,16,0.29,60.01,21
5/22/17,Moklla,7098,55,0.22,19.62,#N/A
5/22/17,Say'on,6002,180,0.83,33.45,#N/A
5/22/17,Amran,3618,217,0.47,87.46,29
5/22/17,Al Mahwit,6378,214,0.34,14.3,27
5/22/17,Al Dhale'e,6102,169,0.23,61.62,30
5/22/17,Abyan,2896,178,0.83,46.26,12
5/22/17,Sana'a,8241,36,0.67,22.31,23
5/22/17,Hajjah,2018,21,0.09,43.08,17
5/22/17,Dhamar,1010,109,0.68,84.96,20
5/22/17,Al Hudaydah,3259,255,0.29,59.72,18
5/22/17,Al Bayda,8051,22,0.4,12.54,14
5/22/17,Amanat Al Asimah,4927,38,0.48,40.63,13
5/22/17,Al Jawf,3649,138,0.96,76.21,16
5/22/17,Lahj,5272,154,0.01,53.16,25
5/22/17,Raymah,6885,207,0.32,92.65,31
5/22/17,Aden,3723,92,0.65,71.92,24
5/22/17,Ibb,8361,158,0.3,75,11
5/22/17,Taizz,7541,186,0.02,97.45,15
5/22/17,Marib,4466,29,0.74,1.66,26
5/22/17,Sa'ada,7275,293,0.63,60.34,22
5/22/17,Al Maharah,3701,48,0.3,85.15,28
5/22/17,Shabwah,6237,126,0.81,1.32,21
5/22/17,Moklla,7436,129,0.51,58.8,#N/A
5/22/17,Say'on,1392,101,0.95,21.29,#N/A
5/22/17,Amran,4067,262,0.71,45.33,29
5/22/17,Al Mahwit,2848,102,0.67,71.59,27
5/22/17,Al Dhale'e,5671,295,0.56,27.64,30
5/22/17,Abyan,6617,183,0.03,56.36,12
5/22/17,Sana'a,8496,45,0.77,51.59,23
5/22/17,Hajjah,4821,207,0.09,70.1,17
5/22/17,Dhamar,2102,21,0.21,20.91,20
5/22/17,Al Hudaydah,5361,20,0.55,13.91,18
5/22/17,Al Bayda,5083,108,0.14,43.26,14
5/22/17,Amanat Al Asimah,7747,124,0.96,97.92,13
5/22/17,Lahj,7717,213,0.46,64.66,25
5/22/17,Al Jawf,2989,260,0.51,36.65,16
5/22/17,Raymah,3171,133,0.29,33.18,31
5/22/17,Aden,1259,132,0.54,55.21,24
5/22/17,Ibb,3983,272,0.16,84.27,11
5/22/17,Taizz,1626,163,0.17,37.46,15
5/22/17,Marib,9084,132,0.27,3.4,26
5/22/17,Sa'ada,4617,22,0.82,10.43,22
5/22/17,Al Maharah,6370,87,0.27,41.94,28
5/22/17,Shabwah,2297,160,0.32,85.47,21
5/22/17,Moklla,4870,42,0.58,83.52,#N/A
5/22/17,Say'on,5597,126,0.25,33.94,#N/A
5/22/17,Amran,3918,75,0.83,72.17,29
5/22/17,Al Mahwit,4323,231,0.75,52.1,27
5/22/17,Al Dhale'e,4655,234,0.39,37.59,30
5/22/17,Abyan,6819,67,0.4,39.88,12
5/22/17,Sana'a,6713,273,0.58,17.23,23
5/22/17,Hajjah,5725,146,0.06,69.46,17
5/22/17,Dhamar,4218,277,0.65,94.07,20
5/22/17,Al Hudaydah,8375,232,0.91,69.07,18
5/22/17,Al Bayda,2619,42,0.86,37.54,14
5/22/17,Amanat Al Asimah,4895,200,0.41,20.6,13
5/22/17,Lahj,2605,98,0.06,80.17,25
5/22/17,Al Jawf,8139,19,0.44,55.76,16
5/22/17,Raymah,1606,65,0.86,57.76,31
5/22/17,Aden,1273,5,0.47,52.48,24
5/22/17,Ibb,3579,206,0.84,98.68,11
5/22/17,Taizz,1252,174,0.14,45.21,15
5/22/17,Marib,9190,213,0,74.45,26
5/22/17,Sa'ada,1894,226,0.32,9.08,22
5/22/17,Al Maharah,3564,98,0.66,17.56,28
5/22/17,Shabwah,2420,225,0.92,68.37,21
5/22/17,Moklla,7602,111,0.02,47.06,#N/A
5/22/17,Say'on,3845,36,0.33,47.72,#N/A
5/22/17,Amran,1798,275,0.19,5.02,29
5/22/17,Al Mahwit,7188,57,0.98,35.07,27
5/22/17,Al Dhale'e,1231,212,0.43,24.25,30
5/22/17,Abyan,3213,54,0.58,92.08,12
5/22/17,Sana'a,2523,89,0.37,70.9,23
5/22/17,Hajjah,6276,13,0.16,29.06,17
5/22/17,Dhamar,7336,34,0.08,56.13,20
5/22/17,Al Hudaydah,6852,292,0.61,59.94,18
5/22/17,Al Bayda,5306,96,0.11,78.24,14
5/22/17,Amanat Al Asimah,6571,242,0.6,84.89,13
5/22/17,Lahj,6739,116,0.75,42.66,25
5/22/17,Raymah,6885,96,0.05,29.84,31
5/22/17,Al Jawf,2959,208,0.02,41.12,16
5/22/17,Aden,3012,119,0.76,21.94,24
5/22/17,Ibb,5728,63,0.86,79.51,11
5/22/17,Taizz,2847,6,0.67,90.99,15
5/22/17,Marib,6781,105,0.97,10.65,26
5/22/17,Sa'ada,2746,97,0.13,38.16,22
5/22/17,Al Maharah,2297,250,0.87,31.85,28
5/22/17,Shabwah,9175,124,0.48,28.51,21
5/22/17,Moklla,8052,288,0.19,13.99,#N/A
5/22/17,Say'on,3020,194,0.13,1.61,#N/A
5/22/17,Amran,5372,209,0.64,53.42,29
5/22/17,Al Mahwit,1469,188,0.61,65.86,27
5/22/17,Al Dhale'e,2363,144,0.91,1.99,30
5/22/17,Abyan,8883,159,0.85,29.89,12
5/22/17,Sana'a,6650,257,0.19,73.31,23
5/22/17,Hajjah,3154,70,0.55,59.18,17
5/22/17,Dhamar,6616,273,0.99,82.07,20
5/22/17,Al Hudaydah,7568,148,0.26,91.49,18
5/22/17,Al Bayda,4442,272,0.94,94.35,14
5/22/17,Amanat Al Asimah,3730,80,0.62,50.24,13
5/22/17,Lahj,5820,242,0.25,70.07,25
5/22/17,Raymah,6746,90,0.25,42.92,31
5/22/17,Al Jawf,5540,44,0.73,65.81,16
5/22/17,Aden,7677,13,0.49,39.42,24
5/22/17,Ibb,6142,258,0.54,4.48,11
5/22/17,Taizz,6582,241,0.96,28.62,15
5/22/17,Marib,3807,253,0.62,20.38,26
5/22/17,Al Maharah,3371,3,0.58,1.84,28
5/22/17,Sa'ada,6450,265,0.06,78.25,22
5/22/17,Shabwah,4583,255,0.47,80.67,21
5/22/17,Moklla,8829,204,0.59,32.52,#N/A
5/22/17,Say'on,1528,77,0.34,15.89,#N/A
5/22/17,Amran,1854,36,0.78,77.08,29
5/22/17,Al Mahwit,3251,291,0.73,43.53,27
5/22/17,Al Dhale'e,1332,55,0.68,32.26,30
5/22/17,Abyan,2239,248,0.39,58.36,12
5/22/17,Sana'a,6788,202,0.75,5.73,23
5/22/17,Hajjah,5497,238,0.84,23.78,17
5/22/17,Dhamar,6360,181,0.11,39.85,20
5/22/17,Al Hudaydah,7441,8,0.35,60.28,18
5/22/17,Al Bayda,1292,194,0.02,25.2,14
5/22/17,Amanat Al Asimah,7014,208,0.83,90.26,13
5/22/17,Lahj,1544,55,0.21,72.81,25
5/22/17,Raymah,3641,221,0.55,45.79,31
5/22/17,Al Jawf,1878,45,0.81,9.05,16
5/22/17,Aden,5059,245,0.87,14.43,24
5/22/17,Ibb,4594,200,0.07,81.64,11
5/22/17,Taizz,1218,283,0.52,58.59,15
5/22/17,Marib,7104,144,0.13,64.39,26
5/22/17,Al Maharah,7063,16,0.73,92.21,28
5/22/17,Sa'ada,6388,241,0.82,25.42,22
5/22/17,Shabwah,3568,133,0.92,17.96,21
5/22/17,Moklla,6274,266,0.5,71.26,#N/A
5/22/17,Say'on,2723,106,0.18,25.31,#N/A
5/22/17,Amran,6357,96,0.39,23.13,29
5/22/17,Al Mahwit,4768,63,0.63,52.2,27
5/22/17,Al Dhale'e,2857,10,0.59,93.63,30
5/22/17,Abyan,1007,292,0.16,7.88,12
5/22/17,Sana'a,2154,39,0.76,0.99,23
5/22/17,Hajjah,3147,2,0.52,63.09,17
5/22/17,Dhamar,1561,151,1,13.25,20
5/22/17,Al Hudaydah,6677,170,0.82,66.2,18
5/22/17,Al Bayda,3469,103,0.99,95.1,14
5/22/17,Amanat Al Asimah,3433,89,0.33,12.72,13
5/22/17,Lahj,8372,183,0.49,71.12,25
5/22/17,Raymah,3143,216,0.29,28.71,31
5/22/17,Al Jawf,8367,89,0.6,59.57,16
5/22/17,Aden,4321,237,0.42,82.62,24
5/22/17,Ibb,1900,169,0.1,78.37,11
5/22/17,Taizz,2411,288,0.73,54.74,15
5/22/17,Marib,7315,24,0.37,85.14,26
5/22/17,Al Maharah,1152,34,0.57,29.07,28
5/22/17,Sa'ada,1723,198,0.93,22.43,22
5/22/17,Shabwah,3680,297,0.95,20.89,21
5/22/17,Moklla,4957,172,0.75,15.06,#N/A
5/22/17,Say'on,6462,65,0.18,22.39,#N/A
5/22/17,Amran,4097,177,0.6,38.24,29
5/22/17,Al Mahwit,4457,208,0.1,64.37,27
5/22/17,Al Dhale'e,8185,134,0.14,43.52,30
5/22/17,Abyan,7144,28,0.06,88.35,12
5/22/17,Sana'a,8550,34,0.89,17.18,23
5/22/17,Hajjah,6958,243,0.63,64.03,17
5/22/17,Dhamar,1601,6,0.64,83.54,20
5/22/17,Al Hudaydah,4141,56,0.55,98.9,18
5/22/17,Al Bayda,6091,2,0.7,13.03,14
5/22/17,Amanat Al Asimah,4555,195,0.17,93.19,13
5/22/17,Lahj,2575,68,0.72,57.91,25
5/22/17,Raymah,1593,135,0.1,87.02,31
5/22/17,Al Jawf,2363,220,0.76,58.88,16
5/22/17,Aden,1932,132,0.63,57.69,24
5/22/17,Ibb,3491,96,0.18,50.1,11
5/22/17,Taizz,6749,109,0.46,86.36,15
5/22/17,Marib,5426,167,0.95,20.31,26
5/22/17,Al Maharah,4057,252,0.43,19.24,28
5/22/17,Sa'ada,8887,125,0.95,14.87,22
5/22/17,Shabwah,4672,146,0.32,3.13,21
5/22/17,Moklla,4623,71,0.79,72.72,#N/A
5/22/17,Say'on,6499,271,0.5,3.35,#N/A
5/22/17,Amran,4938,156,0.34,56.73,29
5/22/17,Al Mahwit,8391,247,0.07,53.81,27
5/22/17,Al Dhale'e,3820,1,0.97,17.45,30
5/22/17,Abyan,8312,154,0.06,48.74,12
5/22/17,Sana'a,5986,122,0.37,98.7,23
5/22/17,Hajjah,2625,165,0.53,67.16,17
5/22/17,Dhamar,8047,180,0.17,83.23,20
5/22/17,Al Hudaydah,5820,45,0.65,98.19,18
5/22/17,Al Bayda,5693,275,0.65,86.77,14
5/22/17,Amanat Al Asimah,6267,229,0.97,31.7,13
5/22/17,Lahj,3632,145,0.64,59.61,25
5/22/17,Raymah,3494,167,0.43,20.11,31
5/22/17,Al Jawf,7692,262,0.22,56.1,16
5/22/17,Aden,2493,278,0.76,48.55,24
5/22/17,Ibb,4676,9,0.09,57.3,11
5/22/17,Taizz,1977,188,0.53,51.91,15
5/22/17,Marib,6147,193,0.89,53.87,26
5/22/17,Al Maharah,5525,39,0.36,65.61,28
5/22/17,Sa'ada,6279,260,0.33,18.51,22
5/22/17,Shabwah,2790,98,0.45,74.6,21
5/22/17,Moklla,3840,289,0.28,37.48,#N/A
5/22/17,Say'on,5373,2,0.08,42.45,#N/A
5/22/17,Amran,1471,82,0.89,67.59,29
5/22/17,Al Mahwit,8079,47,0.93,38.25,27
5/22/17,Al Dhale'e,4060,272,0.14,23.95,30
5/22/17,Abyan,1056,259,0.9,39.18,12
5/22/17,Sana'a,5217,283,0.86,27.63,23
5/22/17,Hajjah,1327,67,0.39,13.87,17
5/22/17,Dhamar,8280,230,0.01,19.65,20
5/22/17,Al Hudaydah,4743,271,0.51,21.68,18
5/22/17,Al Bayda,2952,249,0.37,4.17,14
5/22/17,Amanat Al Asimah,9019,55,0.48,27.51,13
5/22/17,Lahj,3664,163,0.33,20.18,25
5/22/17,Raymah,1509,288,0.32,57.54,31
5/22/17,Al Jawf,7014,281,0.74,73.58,16
5/22/17,Aden,5032,231,0.89,80.39,24
5/22/17,Ibb,2885,4,0.04,24.58,11
5/22/17,Taizz,6069,123,0.46,64.85,15
5/22/17,Marib,5604,11,0.18,83.78,26
5/22/17,Al Maharah,7913,122,0.63,40.63,28
5/22/17,Sa'ada,2365,268,0.1,15.11,22
5/22/17,Shabwah,7252,267,0.15,44.3,21
5/22/17,Moklla,2509,260,0.92,33.29,#N/A
5/22/17,Say'on,3044,97,0.43,58.66,#N/A
5/22/17,Amran,4358,115,0.2,14.32,29
5/22/17,Al Mahwit,1292,126,0.21,75.23,27
5/22/17,Al Dhale'e,5586,171,0.06,60.12,30
5/22/17,Abyan,5870,288,0.24,13.78,12
5/22/17,Sana'a,4256,234,0.54,6.89,23
5/22/17,Hajjah,5752,205,0.94,11.2,17
5/22/17,Dhamar,3636,222,0.65,15.4,20
5/22/17,Al Hudaydah,2686,204,0.06,6.34,18
5/22/17,Al Bayda,3205,22,0.07,23.78,14
5/22/17,Amanat Al Asimah,4469,270,0.82,30.96,13
5/22/17,Lahj,2508,262,0.47,93.88,25
5/22/17,Raymah,2298,231,0.85,37.3,31
5/22/17,Aden,6185,17,0.71,64.19,24
5/22/17,Al Jawf,4845,137,0.77,63.56,16
5/22/17,Ibb,1329,154,0.86,73.46,11
5/22/17,Taizz,2520,274,0.17,67.18,15
5/22/17,Marib,7981,39,0.07,29.03,26
5/22/17,Al Maharah,5201,65,0.13,12.28,28
5/22/17,Sa'ada,5031,104,0.68,3.79,22
5/22/17,Shabwah,7636,182,0.05,62.56,21
5/22/17,Moklla,1054,36,0.33,41.52,#N/A
5/22/17,Say'on,2748,77,0.11,86.42,#N/A
5/22/17,Amran,2985,93,0.02,88.77,29
5/22/17,Al Mahwit,2615,250,0.01,52.09,27
5/22/17,Al Dhale'e,2886,163,0.57,50.22,30
5/22/17,Abyan,8564,276,0.99,80.1,12
5/22/17,Sana'a,5246,53,0.38,27.79,23
5/22/17,Hajjah,6872,139,0.67,2.81,17
5/22/17,Dhamar,7562,257,0.15,28.6,20
5/22/17,Al Hudaydah,7926,11,0.2,44.48,18
5/22/17,Al Bayda,5125,171,0.16,73.84,14
5/22/17,Amanat Al Asimah,8202,57,0.14,3.17,13
5/22/17,Lahj,9019,16,0.62,36.47,25
5/22/17,Raymah,5312,189,0.28,7.05,31
5/22/17,Aden,7782,170,0.3,87,24
5/22/17,Al Jawf,7706,58,0.16,32.95,16
5/22/17,Ibb,8499,38,0.01,84.24,11
5/22/17,Taizz,3097,211,0.42,24.37,15
5/22/17,Marib,8517,41,0.78,58.67,26
5/22/17,Al Maharah,5144,36,0.6,73.28,28
5/22/17,Sa'ada,1501,11,0.66,66.37,22
5/22/17,Shabwah,2698,34,0.88,74.64,21
5/22/17,Moklla,6823,100,0.6,17.3,#N/A
5/22/17,Say'on,5243,80,0.22,77.49,#N/A
5/22/17,Amran,5461,46,0.22,97.32,29
